identifier,usPort,foreignPort,vessel,estimateArrival,actualArrival,pieces,contents
2015011981,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015022869,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,949,HANDBAG 100%COWHIDE LEATHER HANDBAG 100%PVC
2015012113,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,945,COOLER BAG
201503125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
2015012113,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1155,COOLER BAG
2015011993,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,499,LOCK
2015011527,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1000,SCISSORS(GARDEN TOOLS)
2015030435,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
2015011527,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3843,SCISSORS(GARDEN TOOLS)
2015011524,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1473,WALL DECOR
2015011527,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2000,SCISSORS(GARDEN TOOLS)
2015011524,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1265,WALL DECOR
2015011527,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,887,SCISSORS(GARDEN TOOLS)
201501155,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
2015011535,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,152,PAPER BAG
2015011576,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,6,DOOR HINGE
2015011559,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,145,AIR CLEANER
2015011551,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,16,PLUMBING SUPPLIES
2015011568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,693,100% PVC HANDBAG
2015011579,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,878,RESIN PEACOCK LAMP
2015011568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,669,100% PVC HANDBAG
2015011630,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3843,SCISSORS(GARDEN TOOLS)
201501156,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2340,LAVATORY TOILET
2015011587,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,115,EMPEY PAPER BOX
2015011641,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,243,RELAYS
2015011630,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2000,SCISSORS(GARDEN TOOLS)
2015011632,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,28,BOATING GOODS
2015011630,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,887,SCISSORS(GARDEN TOOLS)
2015011669,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1550,GAME BOARD
2015011630,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1000,SCISSORS(GARDEN TOOLS)
2015011669,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1470,GAME BOARD
2015011773,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,229,POLYESTER WIPER
2015011574,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
2015011688,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,150,CUBE KIT
2015011631,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,BOATING GOODS
2015011798,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2981,KNIFE(HOUSEWARE)
2015011639,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
2015011774,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,145,AIR CLEANER
2015011746,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,MANUAL TOILET FLUSH VALVE
20150119119,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015011659,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,21,BALL PEN
2015031273,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,ZINC DOOR LOCK
2015011742,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2000,SCISSORS(GARDEN TOOLS)
2015011929,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
2015022869,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
2015011948,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,SUNGLASSES
2015030491,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,736,RESIN TABLE LAMP
2015022838,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
2015030489,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,883,LIGHTING FIXTURE AND COMPONENTS
2015021849,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,90,GSX MENS TRACK SHORT
2015011982,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,656,IRON FAN
2015021849,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,31,GSX WOMENS PERFORMANCE SHORT
2015011568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,870,55% JUTE 45% COTTON HANDBAG
2015021849,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,54,GSX WOMENS PERFORMANCE 1/4 ZIP JACKET
2015011568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015021849,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,121,GSX WOMENS PERFORMANCE TANK
2015011568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,711,100% PVC HANDBAG
2015021175,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,850,SCISSORS(GARDEN TOOLS)
201503057,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,LCD MONITOR
2015021175,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1641,SCISSORS(GARDEN TOOLS)
2015021851,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,16,PLUMBING SUPPLIES
2015021811,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,945,COOLER BAG
2015020591,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,30,LIGHTING PARTS
201503059,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,900,COOLER BAG
2015021190,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,323,PLACE CARD
20150205106,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,229,POLYESTER WIPER
2015022859,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,PARTS OF DENTAL CHAIR
20150205111,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,624,ELECTRIC FAN
2015020558,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,845,100%PVC HANDBAG
2015031262,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015020558,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,13,100%COWHIDE LEATHER MESSENGER BAG
2015031262,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,FLIPPI FAN
2015020558,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,667,100%COWHIDE LEATHER COURIER BAG 100%COWHIDE LEATHER DOCUMENT BAG 100%COWHIDE LEATHER BACKPACK 100%COWHIDE LEATHER SLING PACK 100%COWHIDE LEATHER BRIEF CASE 100%POLYESTER BRIEF CASE 100%COTTO BRIEF CASE100%COTTON DUFFLE BAG
2015030420,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,289,FIELD CLUB ROSEWOOD STAINED
2015020558,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,497,100%COTTON MESSENGER BAG 100%PVC HANDBAG 100%COWHIDE LEATHER HANDBAG
2015031275,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,932,PVC BAGS
2015020558,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
2015031275,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,781,PVC BAGS
2015020558,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,679,100%COWHIDE LEATHER HANDBAG
2015031292,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015030552,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,60,POLYRESIN GIFTWARES
201501067,"New York/Newark Area,Newark,New Jersey","Mersin,Turkey",IBRAHIM DEDE,2014-02-12,2014-02-15,4304,POLYPROPYLENE MACHINE MADE CARPET
2015030440,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,33,NON-CHILD COSMETICS - LIP STICK  CREAM
2015022875,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,499,LOCK
2015030440,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,34,NON-CHILD TEMPORARY HAIR COLOR
2015022877,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,ZINC DOOR LOCK
2015030463,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015021868,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,669,100% PVC HANDBAG
2015030463,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,FLIPPI FAN
2015021868,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,693,100% PVC HANDBAG
2015030581,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1826,KNIFE(HOUSEWARE)
2015021868,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015022883,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1826,KNIFE(HOUSEWARE)
2015021868,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,870,55% JUTE 45% COTTON HANDBAG
2015030460,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,610,TOWER FAN
2015030417,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1155,LCD MONITOR
2015013052,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1098,65%COTTON 35%POLYFIBER JWL POUCH
2015030418,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
2015020413,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,900,COOLER BAG
201503047,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,LCD MONITOR
2015022866,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,FLIPPI FAN
2015022845,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,494,ALUMINIUM  BAT
2015020573,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1641,SCISSORS(GARDEN TOOLS)
2015013160,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,34,NON-CHILD TEMPORARY HAIR COLOR
2015020573,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,850,SCISSORS(GARDEN TOOLS)
201502285,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
2015030431,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,SUNGLASSES
2015020573,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1818,SCISSORS(GARDEN TOOLS)
2015021840,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,CHAIN
2015022816489,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,856,LADIES SANDALS
2015022817,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
2015031256,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,229,POLYESTER WIPER
2015031250,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,60,POLYRESIN GIFTWARES
2015022871,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,715,100% COWHIDE LEATHER HANDBAG
2015013167,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GSX WOMENS PERFORMANCE TANK
2015022871,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,480,100% COWHIDE LEATHER HANDBAG
2015013167,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,GSX WOMENS PERFORMANCE 1/4 ZIP JACKET
2015022871,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1264,100% PVC HANDBAG 55% JUTE 45% COTTON HANDBAG
2015013167,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GSX WOMENS PERFORMANCE SHORT
2015022871,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,502,100% COTTON HANDBAG WITH LEATHER TRIM
2015013167,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GSX MENS TRACK SHORT
2015022876,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
2015020446,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1928,WOOD RING/BATON/BRACKET/FINIAL
20150211148,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,736,RESIN TABLE LAMP
2015030443,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,30,LIGHTING PARTS
2015022886,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1421,KNIFE(HOUSEWARE)
2015020580,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,118,CAMPING TENT
201502289,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,900,COOLER BAG
2015020454,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,42,PHONE CASE
2015030569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,480,100% COWHIDE LEATHER HANDBAG
2015020581,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,323,PLACE CARD
2015030569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,715,100% COWHIDE LEATHER HANDBAG
2015020454,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,GRYFFINDOR CREST PATCH
2015030569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1264,100% PVC HANDBAG 55% JUTE 45% COTTON HANDBAG
2015020454,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,DARK MARK TATTOO PATCH
2015030569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,502,100% COTTON HANDBAG WITH LEATHER TRIM
2015031229,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,MANUAL TOILET FLUSH VALVE
2015030589,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,382,LIGHTING FIXTURE AND COMPONENTS (LIGHTING)
2015030450,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,16,PLUMBING SUPPLIES
201502289,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,945,COOLER BAG
201503126,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2340,LAVATORY TOILET
2015021194,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,243,RELAYS
2015021150,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1098,65%COTTON 35%POLYFIBER JWL POUCH
2015013199,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,932,PVC BAGS
2015031265,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
2015020426,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,611,ADULT BAG RESERVOIR MEDIUM MASK AIRSOFT MASK
2015031265,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,830,HANDBAG 100%PVC
20150131102,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,792,TABLE LAMP(LIGHTING)
2015031265,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,759,HANDBAG 100%COWHIDE LEATHER MESSENGER BAG 100%COWHIDE LEATHER
2015021168,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
2015031265,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,777,HANDBAG 100%COWHIDE LEATHER TRAVEL KIT 100%COTTON
2015020458,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,107,GOLF SHAFT
2015031265,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,949,HANDBAG 100%COWHIDE LEATHER HANDBAG 100%PVC
2015021817,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,643,LCD MONITORS
2015031268,"Long Beach,California","Chiwan,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,300,STAINLESS STEEL FABRICATED SINK
2015012180,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,145,AIR CLEANER
20150211128,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1039,LOCK
2015012755,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,17,MARBLE TILES
2015030458,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,145,AIR CLEANER
2015012755,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,9,MARBLE TILES
20150121101,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,932,PVC BAGS
2015022835,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,118,CAMPING TENT
201503055,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
20150121119,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1315,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015030528,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,BOATING GOODS
20150121107,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2981,KNIFE(HOUSEWARE)
2015020427,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,180,JACKET AND PANT
20150205141,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,736,RESIN TABLE LAMP
